id,zip,url
3339,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd86745
3340,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd89985
3341,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd89686
3342,6880-auby-sur-semois,https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd77815
3343,6880-auby-sur-semois,https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd76259
3344,6880-auby-sur-semois,https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd75842
3345,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd74296
3346,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd73581
3347,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd72569
3348,6880-auby-sur-semois,https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd69971
3349,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd67073
3350,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd65879
3351,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd60781
3352,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd55004
3353,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd51450
3354,6880-auby-sur-semois,https://immovlan.be/en/detail/mixed-building/for-sale/6880/bertrix/vbc64856
3355,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd73577
3356,6880-auby-sur-semois,https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vwd16185
3357,6880-auby-sur-semois,https://immovlan.be/en/detail/mixed-building/for-sale/6880/bertrix/vbd67101
3358,6880-auby-sur-semois,https://immovlan.be/en/detail/cottage/for-sale/6880/bertrix/vbd64878
3359,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd64625
3360,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd44175
3361,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbd13522
3362,6880-auby-sur-semois,https://immovlan.be/en/detail/residence/for-sale/6880/bertrix/vbc97704
3363,6880-auby-sur-semois,https://immovlan.be/en/detail/ground-floor/for-sale/6880/bertrix/vbc82917
3364,6880-auby-sur-semois,https://immovlan.be/en/detail/chalet/for-sale/6880/bertrix/vwd15438
3365,6880-auby-sur-semois,https://immovlan.be/en/detail/villa/for-sale/6880/bertrix/vaz79884
