id,zip,url
24234,8710-ooigem,https://immovlan.be/en/detail/apartment/for-sale/8710/wielsbeke/rbv28917
24235,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv27793
24236,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv25858
24237,8710-ooigem,https://immovlan.be/en/detail/master-house/for-sale/8710/wielsbeke/rbv25822
24238,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv23947
24239,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rwc41672
24240,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv01220
24241,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbs87915
24242,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbu96090
24243,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbu90674
24244,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbu50601
24245,8710-ooigem,https://immovlan.be/en/detail/villa/for-sale/8710/wielsbeke/rwc40736
24247,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbi37779
24248,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbi37777
24249,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbk03255
24250,8710-ooigem,https://immovlan.be/en/detail/apartment/for-sale/8710/wielsbeke/rbv10019
24251,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv06117
24252,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv06116
24253,8710-ooigem,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbv03292
