id,zip,url
20330,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd90760
20331,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd87847
20332,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd85735
20333,7780-comines,https://immovlan.be/en/detail/apartment/for-sale/7780/comines/vbd80461
20334,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd66071
20335,7780-comines,https://immovlan.be/en/detail/investment-property/for-sale/7780/comines/vbc62626
20336,7780-comines,https://immovlan.be/en/detail/apartment/for-sale/7780/comines/vbd11796
20337,7780-comines,https://immovlan.be/en/detail/apartment/for-sale/7780/comines/vbd35875
20338,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd20384
20339,7780-comines,https://immovlan.be/en/detail/apartment/for-sale/7780/comines/vbd04931
20340,7780-comines,https://immovlan.be/en/detail/apartment/for-sale/7780/comines/vbd04512
20341,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbc93101
20342,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbc28878
20343,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbc82345
20344,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbc28874
20346,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd69943
20349,7780-comines,https://immovlan.be/en/detail/residence/for-sale/7780/comines/vbd67373
